 , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,P,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,P,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , ,
 , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, ,1,0,0,0,z,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , ,
 , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,z,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , ,
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,0,z,0,0,0,z,0,0,z,0,0,0,0,z,0,0,0,0,0,1, , , , , , , , , ,1,1,1, ,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1, , , , , , , , ,1,1,1, ,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,1, , , , , , , , ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1, , , , ,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,P,0,0,0,z,0,0,0,0,z,0,0,0,0,0,0,0,0,0,1, , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,r,0,1,1,1, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,0,z,0,0,1, , , , , , , , ,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,r,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,z,0,0,0,d,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,0,z,0,z,0,z,0,z,0,z,0,z,0,0,0,z,0,0,z,1, , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,r,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , ,1,0,0,0,p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , ,1,1,0,0,0,p,p,p,0,G,0,0,p,p,p,0,0,0,0,0,1, , , , , , , ,1,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,z,0,z,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , ,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,1,1,1, , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , ,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1, 
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , 
 , ,1,1,1, ,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , ,
 , ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , ,
 , ,1,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , ,
 , ,1,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1, , , , , , , , , ,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1, , , , ,
 , ,1,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , ,1,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,1, , , , , , , , , , , , , , , ,1,1,1,1,1,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , ,1,0,p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1, , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,1, , , , , , , , , , , , , , , ,1,0,0,0,0,0,1, , , , , , , ,1,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,
 , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,1, , , , , , , , , , , , , , , ,1,0,p,p,p,0,1, , , , , , , ,1,0,0,0,0,0,z,0,0,0,0,z,0,0,0,z,0,0,0,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,
 , ,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1, , , , , , , , , , , , , , , ,1,0,P,P,p,0,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , ,1,0,0,2,0,2,0,0,2,0,0,2,0,0,0,b,0,0,0,1, , ,
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,1, , , , , , , ,1,0,P,0,0,0,0,0,0,0,0,0,0,0,z,z,z,0,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , ,
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , ,1,0,0,1, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,z,0,R,z,0,1,1, , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1, , ,
 , , , , , , , , , , , , ,1,0,s,0,0,1, , , , , , , , , , , , , , , , , , , ,1,0,0,1, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,z,0,0,z,z,0,0,1, , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , ,1,0,0,1, , , , , , , , , ,1,1,0,0,z,0,0,0,0,0,0,0,0,0,0,z,0,0,0,1, , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,
 , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,1, , , , , , , , , ,1,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,1, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,
 , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , ,1,0,0,1, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,p,p,p,0,0,0,1, , , , , , , ,1,0,0,p,0,0,0,0,0,0,0,0,p,0,p,0,0,0,0,1, , ,
 , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,1,1,1,1,1,1,1, , , ,1,1,1,0,0,1,1,1, , , , , , , ,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1, , , , , , , ,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1, , , 
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , ,1,1,0,0,0,0,0,1,1, ,1,1,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , 
 , , , , , , , , , , , , ,1,0,0,s,0,1, , , , , ,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , ,
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , 
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , ,1,0,z,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,0,0,0,z,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,1, , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , , , ,1,1,1,1, ,1,1,1,1, , , , , ,1,0,0,0,0,1, , , , , , , , , , , 
 , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,1, , , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,1,1,0,0,1,1,1,0,0,1,1,1,1, , ,1,0,0,0,0,1, , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,1,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1, , , , , , , , , ,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , , , , , , , ,
 , , , , , , , , , , , , ,1,0,s,0,0,1, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1, , , , ,1,1,1,1,1,0,0,s,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , ,
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,g,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , ,
 , , , , , , , , , , , , ,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,r,0,0,1,1,1,1,1,1,1,1,1, ,1,1,1,0,0,p,p,p,0,1,1, , , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,g,0,0,0,s,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,1, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , ,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,s,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , ,1,0,0,0,0,0,s,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
